2015-02-23 10:26:59,849 - trade_file - INFO: Starting program...
2015-02-23 10:26:59,856 - trade_file - INFO: Program started.
2015-02-23 10:27:00,832 - trade_file - INFO: Receiving data: ['2676896', '234.56', '4.473', '18:13:05', 'ask']
2015-02-23 10:27:00,832 - trade_file - INFO: Receiving data: ['2676915', '234.94', '1.52', '18:13:18', 'ask']
2015-02-23 10:27:00,833 - trade_file - INFO: Receiving data: ['2676950', '234.99', '1.06', '18:13:37', 'bid']
2015-02-23 10:27:00,833 - trade_file - INFO: Receiving data: ['2676998', '235.1', '0.05', '18:14:02', 'bid']
2015-02-23 10:27:00,833 - trade_file - INFO: Receiving data: ['2677000', '235.11', '0.92', '18:14:02', 'bid']
2015-02-23 10:27:00,833 - trade_file - INFO: Receiving data: ['2677034', '235.11', '1.0', '18:14:23', 'ask']
2015-02-23 10:27:00,834 - trade_file - INFO: Receiving data: ['2677054', '234.99', '0.55', '18:14:36', 'ask']
2015-02-23 10:27:00,834 - trade_file - INFO: Receiving data: ['2677086', '234.95', '1.47', '18:14:55', 'ask']
2015-02-23 10:27:00,834 - trade_file - INFO: Receiving data: ['2677150', '235.03', '1.51', '18:15:17', 'ask']
2015-02-23 10:27:00,835 - trade_file - INFO: Receiving data: ['2677179', '234.88', '0.54', '18:15:31', 'ask']
2015-02-23 10:27:00,835 - trade_file - INFO: Receiving data: ['2677194', '234.92', '1.16', '18:15:46', 'ask']
2015-02-23 10:27:00,835 - trade_file - INFO: Receiving data: ['2677222', '234.85', '0.91', '18:16:07', 'ask']
2015-02-23 10:27:00,835 - trade_file - INFO: Receiving data: ['2677237', '235.06', '1.42', '18:16:26', 'ask']
2015-02-23 10:27:00,835 - trade_file - INFO: Receiving data: ['2677249', '235.2', '1.47', '18:16:41', 'bid']
2015-02-23 10:27:00,836 - trade_file - INFO: Receiving data: ['2677276', '234.9', '0.56', '18:17:00', 'bid']
2015-02-23 10:27:00,836 - trade_file - INFO: Receiving data: ['2677280', '234.89', '0.21', '18:17:01', 'bid']
2015-02-23 10:27:00,836 - trade_file - INFO: Receiving data: ['2677288', '234.89', '0.444', '18:17:07', 'bid']
2015-02-23 10:27:00,836 - trade_file - INFO: Receiving data: ['2677303', '235.08', '1.53', '18:17:15', 'bid']
2015-02-23 10:27:00,836 - trade_file - INFO: Receiving data: ['2677330', '235.11', '0.1', '18:17:30', 'bid']
2015-02-23 10:27:00,837 - trade_file - INFO: Receiving data: ['2677365', '235.08', '0.05', '18:17:48', 'ask']
2015-02-23 10:27:00,837 - trade_file - INFO: Receiving data: ['2677367', '235.07', '0.94', '18:17:48', 'ask']
2015-02-23 10:27:00,837 - trade_file - INFO: Receiving data: ['2677391', '235.47', '1.4', '18:18:04', 'ask']
2015-02-23 10:27:00,837 - trade_file - INFO: Receiving data: ['2677406', '234.71', '0.05', '18:18:12', 'ask']
2015-02-23 10:27:00,838 - trade_file - INFO: Receiving data: ['2677408', '234.71', '0.45', '18:18:12', 'ask']
2015-02-23 10:27:00,838 - trade_file - INFO: Receiving data: ['2677419', '235.14', '0.52', '18:18:21', 'ask']
2015-02-23 10:27:00,838 - trade_file - INFO: Receiving data: ['2677464', '235.23', '1.16', '18:18:48', 'ask']
2015-02-23 10:27:00,838 - trade_file - INFO: Receiving data: ['2677477', '235.81', '0.05', '18:18:55', 'bid']
2015-02-23 10:27:00,839 - trade_file - INFO: Receiving data: ['2677479', '235.82', '1.331', '18:18:55', 'bid']
2015-02-23 10:27:00,839 - trade_file - INFO: Receiving data: ['2677481', '235.83', '2.619', '18:18:55', 'bid']
2015-02-23 10:27:00,839 - trade_file - INFO: Receiving data: ['2677489', '235.42', '1.14', '18:19:03', 'bid']
2015-02-23 10:27:00,839 - trade_file - INFO: Receiving data: ['2677513', '235.27', '0.96', '18:19:21', 'bid']
2015-02-23 10:27:00,840 - trade_file - INFO: Receiving data: ['2677522', '235.36', '0.05', '18:19:42', 'bid']
2015-02-23 10:27:00,840 - trade_file - INFO: Receiving data: ['2677524', '235.37', '0.24', '18:19:42', 'bid']
2015-02-23 10:27:00,840 - trade_file - INFO: Receiving data: ['2677529', '235.32', '0.65', '18:19:58', 'ask']
2015-02-23 10:27:00,840 - trade_file - INFO: Receiving data: ['2677556', '235.53', '0.05', '18:20:18', 'bid']
2015-02-23 10:27:00,841 - trade_file - INFO: Receiving data: ['2677558', '235.54', '1.226', '18:20:18', 'bid']
2015-02-23 10:27:00,841 - trade_file - INFO: Receiving data: ['2677560', '235.55', '0.034', '18:20:18', 'bid']
2015-02-23 10:27:00,841 - trade_file - INFO: Receiving data: ['2677573', '235.29', '0.66', '18:20:35', 'bid']
2015-02-23 10:27:00,841 - trade_file - INFO: Receiving data: ['2677586', '235.5', '0.2', '18:20:54', 'ask']
2015-02-23 10:27:00,842 - trade_file - INFO: Receiving data: ['2677604', '235.61', '1.37', '18:21:09', 'bid']
2015-02-23 10:27:00,842 - trade_file - INFO: Receiving data: ['2677616', '235.48', '12.35', '18:21:30', 'bid']
2015-02-23 10:27:00,842 - trade_file - INFO: Receiving data: ['2677628', '235.73', '10.91', '18:21:47', 'bid']
2015-02-23 10:27:00,842 - trade_file - INFO: Receiving data: ['2677643', '235.77', '1.44', '18:22:07', 'bid']
2015-02-23 10:27:00,842 - trade_file - INFO: Receiving data: ['2677669', '235.56', '8.69', '18:22:25', 'ask']
2015-02-23 10:27:00,843 - trade_file - INFO: Receiving data: ['2677691', '235.31', '8.32', '18:22:44', 'bid']
